7	6	10	16.5	18.187
8	5	10	15	20.784
9	6	10	16.5	23.383
9	7	10	19.5	23.383
8	7	10	21	20.785
11	7	10	19.5	28.579
10	7	10	21	25.981
10	6	10	18	25.98
11	6	10	16.5	28.579
12	6	10	18	31.177
12	7	10	21	31.177
11	8	10	22.5	28.579
9	9	10	25.5	23.382
8	9	10	27	20.784
8	8	10	24	20.784
9	8	10	22.5	23.383
10	8	10	24	25.981
10	9	10	27	25.981
9	10	10	28.5	23.383
2	12	11	36	5.196
1	13	11	37.5	2.598
1	12	11	34.5	2.598
2	11	11	33	5.196
3	12	11	34.5	7.794
3	13	11	37.5	7.794
2	13	11	39	5.196
4	10	11	30	10.392
3	11	11	31.5	7.794
3	10	11	28.5	7.794
4	9	11	27	10.392
5	10	11	28.5	12.99
5	11	11	31.5	12.991
4	11	11	33	10.393
7	11	11	31.5	18.186
6	11	11	33	15.588
6	10	11	30	15.588
7	10	11	28.5	18.187
8	10	11	30	20.785
8	11	11	33	20.785
7	12	11	34.5	18.187
5	13	11	37.5	12.99
4	13	11	39	10.392
4	12	11	36	10.392
5	12	11	34.5	12.991
6	12	11	36	15.588
6	13	11	39	15.588
5	14	11	40.5	12.99
-2	9	12	27	-5.196
-3	10	12	28.5	-7.794
-3	9	12	25.5	-7.794
-2	8	12	24	-5.197
-1	9	12	25.5	-2.598
-1	10	12	28.5	-2.598
-2	10	12	30	-5.196
0	7	12	21	-0
-1	8	12	22.5	-2.598
-1	7	12	19.5	-2.598
0	6	12	18	-0
1	7	12	19.5	2.598
1	8	12	22.5	2.598
0	8	12	24	-0
3	8	12	22.5	7.794
2	8	12	24	5.196
2	7	12	21	5.196
3	7	12	19.5	7.794
4	7	12	21	10.393
4	8	12	24	10.392
3	9	12	25.5	7.794
1	10	12	28.5	2.598
0	10	12	30	0
0	9	12	27	-0
1	9	12	25.5	2.598
2	9	12	27	5.196
2	10	12	30	5.197
1	11	12	31.5	2.598
-8	8	13	24	-20.785
-9	9	13	25.5	-23.383
-9	8	13	22.5	-23.383
-8	7	13	21	-20.785
-7	8	13	22.5	-18.186
-7	9	13	25.5	-18.187
-8	9	13	27	-20.784
-6	6	13	18	-15.588
-7	7	13	19.5	-18.186
-7	6	13	16.5	-18.187
-6	5	13	15	-15.589
-5	6	13	16.5	-12.991
-5	7	13	19.5	-12.991
-6	7	13	21	-15.588
-3	7	13	19.5	-7.794
-4	7	13	21	-10.392
-4	6	13	18	-10.392
-3	6	13	16.5	-7.794
-2	6	13	18	-5.196
-2	7	13	21	-5.196
-3	8	13	22.5	-7.794
-5	9	13	25.5	-12.99
-6	9	13	27	-15.589
-6	8	13	24	-15.588
-5	8	13	22.5	-12.991
-4	8	13	24	-10.392
-4	9	13	27	-10.392
-5	10	13	28.5	-12.99
-15	-2	14	-7.5	-38.971
-16	-2	14	-6	-41.57
-16	-3	14	-9	-41.569
-15	-3	14	-10.5	-38.971
-14	-3	14	-9	-36.373
-14	-2	14	-6	-36.373
-15	-1	14	-4.5	-38.971
-13	-4	14	-13.5	-33.775
-14	-4	14	-12	-36.374
-14	-5	14	-15	-36.373
-13	-5	14	-16.5	-33.775
-12	-5	14	-15	-31.177
-12	-4	14	-12	-31.177
-13	-3	14	-10.5	-33.775
-10	-4	14	-12	-25.981
-11	-3	14	-10.5	-28.579
-11	-4	14	-13.5	-28.579
-10	-5	14	-15	-25.981
-9	-4	14	-13.5	-23.382
-9	-3	14	-10.5	-23.383
-10	-3	14	-9	-25.981
-12	-2	14	-6	-31.177
-13	-1	14	-4.5	-33.775
-13	-2	14	-7.5	-33.775
-12	-3	14	-9	-31.176
-11	-2	14	-7.5	-28.579
-11	-1	14	-4.5	-28.579
-12	-1	14	-3	-31.177
-11	-6	15	-19.5	-28.579
-12	-6	15	-18	-31.177
-12	-7	15	-21	-31.177
-11	-7	15	-22.5	-28.579
-10	-7	15	-21	-25.981
-10	-6	15	-18	-25.98
-11	-5	15	-16.5	-28.579
-9	-8	15	-25.5	-23.382
-10	-8	15	-24	-25.981
-10	-9	15	-27	-25.981
-9	-9	15	-28.5	-23.383
-8	-9	15	-27	-20.784
-8	-8	15	-24	-20.784
-9	-7	15	-22.5	-23.383
-6	-8	15	-24	-15.588
-7	-7	15	-22.5	-18.187
-7	-8	15	-25.5	-18.187
-6	-9	15	-27	-15.589
-5	-8	15	-25.5	-12.991
-5	-7	15	-22.5	-12.99
-6	-7	15	-21	-15.588
-8	-6	15	-18	-20.785
-9	-5	15	-16.5	-23.383
-9	-6	15	-19.5	-23.383
-8	-7	15	-21	-20.785
-7	-6	15	-19.5	-18.186
-7	-5	15	-16.5	-18.187
-8	-5	15	-15	-20.784
-7	-10	16	-31.5	-18.186
-8	-10	16	-30	-20.785
-8	-11	16	-33	-20.785
-7	-11	16	-34.5	-18.187
-6	-11	16	-33	-15.588
-6	-10	16	-30	-15.588
-7	-9	16	-28.5	-18.187
-5	-12	16	-37.5	-12.99
-6	-12	16	-36	-15.588
-6	-13	16	-39	-15.588
-5	-13	16	-40.5	-12.99
-4	-13	16	-39	-10.392
-4	-12	16	-36	-10.392
-5	-11	16	-34.5	-12.991
-2	-12	16	-36	-5.196
-3	-11	16	-34.5	-7.794
-3	-12	16	-37.5	-7.794
-2	-13	16	-39	-5.196
-1	-12	16	-37.5	-2.598
-1	-11	16	-34.5	-2.598
-2	-11	16	-33	-5.196
-4	-10	16	-30	-10.392
-5	-9	16	-28.5	-12.99
-5	-10	16	-31.5	-12.991
-4	-11	16	-33	-10.393
-3	-10	16	-31.5	-7.794
-3	-9	16	-28.5	-7.794
-4	-9	16	-27	-10.392
-1	-9	17	-28.5	-2.598
-2	-9	17	-27	-5.196
-2	-10	17	-30	-5.197
-1	-10	17	-31.5	-2.598
0	-10	17	-30	-0
0	-9	17	-27	0
-1	-8	17	-25.5	-2.598
1	-11	17	-34.5	2.598
0	-11	17	-33	-0
0	-12	17	-36	-0
1	-12	17	-37.5	2.598
2	-12	17	-36	5.196
2	-11	17	-33	5.197
1	-10	17	-31.5	2.598
4	-11	17	-33	10.393
3	-10	17	-31.5	7.794
3	-11	17	-34.5	7.794
4	-12	17	-36	10.392
5	-11	17	-34.5	12.99
5	-10	17	-31.5	12.99
4	-10	17	-30	10.393
2	-9	17	-27	5.196
1	-8	17	-25.5	2.598
1	-9	17	-28.5	2.598
2	-10	17	-30	5.196
3	-9	17	-28.5	7.794
3	-8	17	-25.5	7.794
2	-8	17	-24	5.197
13	5	18	13.5	33.775
14	5	18	15	36.373
13	6	18	16.5	33.775
12	5	18	15	31.177
12	4	18	12	31.177
13	4	18	10.5	33.775
14	4	18	12	36.374
10	4	18	12	25.981
11	5	18	13.5	28.579
10	5	18	15	25.981
9	5	18	13.5	23.382
9	4	18	10.5	23.383
10	3	18	9	25.981
11	4	18	10.5	28.579
9	2	18	4.5	23.383
10	2	18	6	25.98
9	3	18	7.5	23.383
8	2	18	6	20.785
8	1	18	3	20.784
9	1	18	1.5	23.383
10	1	18	3	25.981
12	2	18	6	31.177
13	3	18	7.5	33.775
12	3	18	9	31.176
11	3	18	7.5	28.579
11	2	18	4.5	28.579
12	1	18	3	31.177
13	2	18	4.5	33.775
5	-8	19	-25.5	12.99
4	-8	19	-24	10.392
4	-9	19	-27	10.392
5	-9	19	-28.5	12.99
6	-9	19	-27	15.589
6	-8	19	-24	15.588
5	-7	19	-22.5	12.991
7	-10	19	-31.5	18.186
6	-10	19	-30	15.588
6	-11	19	-33	15.588
7	-11	19	-34.5	18.187
8	-11	19	-33	20.785
8	-10	19	-30	20.784
7	-9	19	-28.5	18.187
10	-10	19	-30	25.981
9	-9	19	-28.5	23.382
9	-10	19	-31.5	23.383
10	-11	19	-33	25.98
11	-10	19	-31.5	28.579
11	-9	19	-28.5	28.579
10	-9	19	-27	25.981
8	-8	19	-24	20.785
7	-7	19	-22.5	18.186
7	-8	19	-25.5	18.187
8	-9	19	-27	20.784
9	-8	19	-25.5	23.383
9	-7	19	-22.5	23.383
8	-7	19	-21	20.785
11	0	20	-1.5	28.579
10	0	20	-0	25.981
10	-1	20	-3	25.981
11	-1	20	-4.5	28.579
12	-1	20	-3	31.177
12	0	20	-0	31.176
11	1	20	1.5	28.579
13	-2	20	-7.5	33.775
12	-2	20	-6	31.177
12	-3	20	-9	31.177
13	-3	20	-10.5	33.775
14	-3	20	-9	36.373
14	-2	20	-6	36.373
13	-1	20	-4.5	33.775
14	0	20	0	36.374
13	1	20	1.5	33.775
13	0	20	-1.5	33.775
14	-1	20	-3	36.373
15	0	20	-1.5	38.971
15	1	20	1.5	38.971
14	1	20	3	36.373
-12	5	21	15	-31.177
-13	6	21	16.5	-33.775
-13	5	21	13.5	-33.775
-12	4	21	12	-31.177
-11	5	21	13.5	-28.578
-11	6	21	16.5	-28.579
-12	6	21	18	-31.177
-9	6	21	16.5	-23.382
-10	6	21	18	-25.981
-10	5	21	15	-25.981
-9	5	21	13.5	-23.383
-8	5	21	15	-20.785
-8	6	21	18	-20.785
-9	7	21	19.5	-23.383
-11	8	21	22.5	-28.578
-12	8	21	24	-31.177
-12	7	21	21	-31.177
-11	7	21	19.5	-28.579
-10	7	21	21	-25.981
-10	8	21	24	-25.981
-11	9	21	25.5	-28.579
-14	0	22	-0	-36.374
-15	1	22	1.5	-38.971
-15	0	22	-1.5	-38.971
-14	-1	22	-3	-36.373
-13	0	22	-1.5	-33.775
-13	1	22	1.5	-33.775
-14	1	22	3	-36.373
-11	1	22	1.5	-28.579
-12	1	22	3	-31.177
-12	0	22	0	-31.176
-11	0	22	-1.5	-28.579
-10	0	22	0	-25.981
-10	1	22	3	-25.981
-11	2	22	4.5	-28.579
-13	3	22	7.5	-33.775
-14	3	22	9	-36.373
-14	2	22	6	-36.373
-13	2	22	4.5	-33.775
-12	2	22	6	-31.177
-12	3	22	9	-31.177
-13	4	22	10.5	-33.775
