1	4	-1.5	-7.794	6	1	20	1	16	1	12	1	8	1	28	1	24
1	20	0	-10.392	6	1	4	1	16	1	24	5	38	5	42	6	44
1	16	-3	-10.392	6	1	4	1	20	1	12	6	50	6	40	6	44
1	12	-4.5	-7.794	6	1	4	1	16	1	8	1	22	6	46	6	50
1	8	-3	-5.196	6	1	4	1	12	1	28	1	22	1	26	1	32
1	28	-0	-5.196	6	1	4	1	8	1	24	1	52	1	32	4	14
1	24	1.5	-7.795	6	1	4	1	20	1	28	4	18	4	14	5	42
1	6	-7.5	-2.598	6	1	22	1	18	1	14	1	10	1	30	1	26
1	22	-6	-5.196	6	1	12	1	8	1	6	1	18	1	26	6	46
1	18	-9	-5.196	6	1	6	1	22	1	14	6	42	6	46	7	48
1	14	-10.5	-2.598	6	1	6	1	18	1	10	7	44	7	48	8	20
1	10	-9	0	6	1	6	1	14	1	30	1	34	8	20	8	24
1	30	-6	0	6	1	6	1	10	1	26	1	54	1	34	1	36
1	26	-4.5	-2.598	6	1	8	1	6	1	22	1	30	1	32	1	36
1	58	-6	5.196	6	1	54	1	34	1	38	1	42	1	46	1	50
1	54	-4.5	2.599	6	1	30	1	58	1	34	1	50	1	36	1	40
1	34	-7.5	2.598	6	1	10	1	30	1	58	1	54	1	38	8	24
1	38	-9	5.196	6	1	58	1	34	1	42	8	28	8	24	8	52
1	42	-7.5	7.794	6	1	58	1	38	1	46	2	18	8	52	8	48
1	46	-4.5	7.794	6	1	58	1	42	1	50	2	12	2	22	2	18
1	50	-3	5.196	6	1	58	1	54	1	46	1	40	2	16	2	12
1	56	0	0	6	1	52	1	32	1	36	1	40	1	44	1	48
1	52	1.5	-2.598	6	1	28	1	56	1	32	1	48	4	14	4	10
1	32	-1.5	-2.598	6	1	8	1	28	1	26	1	56	1	52	1	36
1	36	-3	-0	6	1	30	1	26	1	54	1	56	1	32	1	40
1	40	-1.5	2.598	6	1	54	1	50	1	56	1	36	1	44	2	16
1	44	1.5	2.598	6	1	56	1	40	1	48	2	20	2	16	4	38
1	48	3	0	6	1	56	1	52	1	44	4	10	4	34	4	38
2	4	1.5	7.794	6	2	20	2	16	2	12	2	8	2	28	2	24
2	20	3	5.196	6	1	44	2	4	2	16	2	24	4	38	4	42
2	16	0	5.196	6	1	50	1	40	1	44	2	4	2	20	2	12
2	12	-1.5	7.795	6	1	46	1	50	2	4	2	16	2	8	2	22
2	8	-0	10.392	6	2	4	2	12	2	28	2	22	2	26	2	32
2	28	3	10.392	6	2	4	2	8	2	24	2	52	2	32	3	14
2	24	4.5	7.794	6	2	4	2	20	2	28	3	18	3	14	4	42
2	6	-4.5	12.99	6	2	22	2	18	2	14	2	10	2	30	2	26
2	22	-3	10.392	6	1	46	2	12	2	8	2	6	2	18	2	26
2	18	-6	10.392	6	1	42	1	46	2	6	2	22	2	14	8	48
2	14	-7.5	12.991	6	2	6	2	18	2	10	8	44	8	48	9	20
2	10	-6	15.589	6	2	6	2	14	2	30	2	34	9	20	9	24
2	30	-3	15.588	6	2	6	2	10	2	26	2	54	2	34	2	36
2	26	-1.5	12.99	6	2	8	2	6	2	22	2	30	2	32	2	36
2	58	-3	20.785	6	2	54	2	34	2	38	2	42	2	46	2	50
2	54	-1.5	18.186	6	2	30	2	58	2	34	2	50	2	36	2	40
2	34	-4.5	18.187	6	2	10	2	30	2	58	2	54	2	38	9	24
2	38	-6	20.785	6	2	58	2	34	2	42	9	28	9	24	9	52
2	42	-4.5	23.382	6	2	58	2	38	2	46	9	52	9	48	20	16
2	46	-1.5	23.383	6	2	58	2	42	2	50	18	16	20	20	20	16
2	50	-0	20.785	6	2	58	2	54	2	46	2	40	18	20	18	16
2	56	3	15.589	6	2	52	2	32	2	36	2	40	2	44	2	48
2	52	4.5	12.991	6	2	28	2	56	2	32	2	48	3	14	3	10
2	32	1.5	12.99	6	2	8	2	28	2	26	2	56	2	52	2	36
2	36	0	15.589	6	2	30	2	26	2	54	2	56	2	32	2	40
2	40	1.5	18.186	6	2	54	2	50	2	56	2	36	2	44	18	20
2	44	4.5	18.186	6	2	56	2	40	2	48	3	38	18	24	18	20
2	48	6	15.589	6	2	56	2	52	2	44	3	10	3	34	3	38
3	4	15	5.196	6	3	20	3	16	3	12	3	8	3	28	3	24
3	20	16.5	2.598	6	3	4	3	16	3	24	4	44	12	14	12	10
3	16	13.5	2.598	6	3	4	3	20	3	12	4	50	4	40	4	44
3	12	12	5.196	6	3	4	3	16	3	8	3	22	4	46	4	50
3	8	13.5	7.794	6	3	4	3	12	3	28	3	22	3	26	3	32
3	28	16.5	7.794	6	3	4	3	8	3	24	3	52	3	32	12	38
3	24	18	5.197	6	3	4	3	20	3	28	12	10	12	34	12	38
3	6	9	10.393	6	3	22	3	18	3	14	3	10	3	30	3	26
3	22	10.5	7.795	6	3	12	3	8	3	6	3	18	3	26	4	46
3	18	7.5	7.794	6	2	24	3	6	3	22	3	14	4	42	4	46
3	14	6	10.392	6	2	28	2	24	2	52	3	6	3	18	3	10
3	10	7.5	12.99	6	2	52	2	48	3	6	3	14	3	30	3	34
3	30	10.5	12.99	6	3	6	3	10	3	26	3	54	3	34	3	36
3	26	12	10.393	6	3	8	3	6	3	22	3	30	3	32	3	36
3	58	10.5	18.186	6	3	54	3	34	3	38	3	42	3	46	3	50
3	54	12	15.589	6	3	30	3	58	3	34	3	50	3	36	3	40
3	34	9	15.588	6	2	48	3	10	3	30	3	58	3	54	3	38
3	38	7.5	18.187	6	2	44	2	48	3	58	3	34	3	42	18	24
3	42	9	20.785	6	3	58	3	38	3	46	18	52	18	28	18	24
3	46	12	20.784	6	3	58	3	42	3	50	10	14	18	48	18	52
3	50	13.5	18.187	6	3	58	3	54	3	46	3	40	10	18	10	14
3	56	16.5	12.99	6	3	52	3	32	3	36	3	40	3	44	3	48
3	52	18	10.392	6	3	28	3	56	3	32	3	48	12	38	12	42
3	32	15	10.392	6	3	8	3	28	3	26	3	56	3	52	3	36
3	36	13.5	12.99	6	3	30	3	26	3	54	3	56	3	32	3	40
3	40	15	15.589	6	3	54	3	50	3	56	3	36	3	44	10	18
3	44	18	15.588	6	3	56	3	40	3	48	10	0	10	22	10	18
3	48	19.5	12.99	6	3	56	3	52	3	44	10	16	10	0	12	42
4	4	12	-10.392	6	4	20	4	16	4	12	4	8	4	28	4	24
4	20	13.5	-12.99	6	4	4	4	16	4	24	5	44	13	14	13	10
4	16	10.5	-12.991	6	4	4	4	20	4	12	5	50	5	40	5	44
4	12	9	-10.392	6	4	4	4	16	4	8	4	22	5	46	5	50
4	8	10.5	-7.795	6	4	4	4	12	4	28	4	22	4	26	4	32
4	28	13.5	-7.795	6	4	4	4	8	4	24	4	52	4	32	13	38
4	24	15	-10.392	6	4	4	4	20	4	28	13	10	13	34	13	38
4	6	6	-5.196	6	4	22	4	18	4	14	4	10	4	30	4	26
4	22	7.5	-7.794	6	4	12	4	8	4	6	4	18	4	26	5	46
4	18	4.5	-7.794	6	1	24	4	6	4	22	4	14	5	42	5	46
4	14	3	-5.196	6	1	28	1	24	1	52	4	6	4	18	4	10
4	10	4.5	-2.599	6	1	52	1	48	4	6	4	14	4	30	4	34
4	30	7.5	-2.598	6	4	6	4	10	4	26	4	54	4	34	4	36
4	26	9	-5.196	6	4	8	4	6	4	22	4	30	4	32	4	36
4	58	7.5	2.598	6	4	54	4	34	4	38	4	42	4	46	4	50
4	54	9	-0	6	4	30	4	58	4	34	4	50	4	36	4	40
4	34	6	-0	6	1	48	4	10	4	30	4	58	4	54	4	38
4	38	4.5	2.598	6	1	44	1	48	2	20	4	58	4	34	4	42
4	42	6	5.196	6	2	20	2	24	3	18	4	58	4	38	4	46
4	46	9	5.196	6	3	12	3	22	3	18	4	58	4	42	4	50
4	50	10.5	2.598	6	3	16	3	12	4	58	4	54	4	46	4	40
4	56	13.5	-2.597	6	4	52	4	32	4	36	4	40	4	44	4	48
4	52	15	-5.196	6	4	28	4	56	4	32	4	48	13	38	13	42
4	32	12	-5.197	6	4	8	4	28	4	26	4	56	4	52	4	36
4	36	10.5	-2.598	6	4	30	4	26	4	54	4	56	4	32	4	40
4	40	12	-0	6	3	16	4	54	4	50	4	56	4	36	4	44
4	44	15	0	6	3	20	3	16	4	56	4	40	4	48	12	14
4	48	16.5	-2.598	6	4	56	4	52	4	44	12	18	12	14	13	42
5	4	9	-25.981	6	5	20	5	16	5	12	5	8	5	28	5	24
5	20	10.5	-28.578	6	5	4	5	16	5	24	21	14	21	10	22	44
5	16	7.5	-28.579	6	5	4	5	20	5	12	22	50	22	40	22	44
5	12	6	-25.98	6	5	4	5	16	5	8	5	22	22	46	22	50
5	8	7.5	-23.382	6	5	4	5	12	5	28	5	22	5	26	5	32
5	28	10.5	-23.383	6	5	4	5	8	5	24	5	52	5	32	21	38
5	24	12	-25.981	6	5	4	5	20	5	28	21	10	21	34	21	38
5	6	3	-20.785	6	5	22	5	18	5	14	5	10	5	30	5	26
5	22	4.5	-23.382	6	5	12	5	8	5	6	5	18	5	26	22	46
5	18	1.5	-23.383	6	5	6	5	22	5	14	6	24	22	42	22	46
5	14	0	-20.785	6	5	6	5	18	5	10	6	28	6	24	6	52
5	10	1.5	-18.186	6	5	6	5	14	5	30	5	34	6	52	6	48
5	30	4.5	-18.187	6	5	6	5	10	5	26	5	54	5	34	5	36
5	26	6	-20.785	6	5	8	5	6	5	22	5	30	5	32	5	36
5	58	4.5	-12.99	6	5	54	5	34	5	38	5	42	5	46	5	50
5	54	6	-15.589	6	5	30	5	58	5	34	5	50	5	36	5	40
5	34	3	-15.588	6	5	10	5	30	5	58	5	54	5	38	6	48
5	38	1.5	-12.99	6	1	20	5	58	5	34	5	42	6	44	6	48
