1	4	-1.5	-7.794	6	1	20	1	16	1	12	1	8	1	28	1	24
1	20	0	-10.392	6	1	4	1	16	1	24	5	44	6	38	6	42
1	16	-3	-10.392	6	1	4	1	20	1	12	5	50	5	40	5	44
1	12	-4.5	-7.794	6	1	4	1	16	1	8	1	22	5	46	5	50
1	8	-3	-5.196	6	1	4	1	12	1	28	1	22	1	26	1	32
1	28	-0	-5.196	6	1	4	1	8	1	24	1	52	1	32	2	14
1	24	1.5	-7.795	6	1	4	1	20	1	28	2	18	2	14	6	42
1	6	-7.5	-2.598	6	1	22	1	18	1	14	1	10	1	30	1	26
1	22	-6	-5.196	6	1	12	1	8	1	6	1	18	1	26	5	46
1	18	-9	-5.196	6	1	6	1	22	1	14	5	42	5	46	7	24
1	14	-10.5	-2.598	6	1	6	1	18	1	10	7	28	7	24	7	52
1	10	-9	0	6	1	6	1	14	1	30	1	34	7	52	7	48
1	30	-6	0	6	1	6	1	10	1	26	1	54	1	34	1	36
1	26	-4.5	-2.598	6	1	8	1	6	1	22	1	30	1	32	1	36
1	58	-6	5.196	6	1	54	1	34	1	38	1	42	1	46	1	50
1	54	-4.5	2.599	6	1	30	1	58	1	34	1	50	1	36	1	40
1	34	-7.5	2.598	6	1	10	1	30	1	58	1	54	1	38	7	48
1	38	-9	5.196	6	1	58	1	34	1	42	7	44	7	48	8	20
1	42	-7.5	7.794	6	1	58	1	38	1	46	3	18	8	20	8	24
1	46	-4.5	7.794	6	1	58	1	42	1	50	3	12	3	22	3	18
1	50	-3	5.196	6	1	58	1	54	1	46	1	40	3	16	3	12
1	56	0	0	6	1	52	1	32	1	36	1	40	1	44	1	48
1	52	1.5	-2.598	6	1	28	1	56	1	32	1	48	2	14	2	10
1	32	-1.5	-2.598	6	1	8	1	28	1	26	1	56	1	52	1	36
1	36	-3	-0	6	1	30	1	26	1	54	1	56	1	32	1	40
1	40	-1.5	2.598	6	1	54	1	50	1	56	1	36	1	44	3	16
1	44	1.5	2.598	6	1	56	1	40	1	48	2	38	3	20	3	16
1	48	3	0	6	1	56	1	52	1	44	2	10	2	34	2	38
2	4	12	-10.392	6	2	20	2	16	2	12	2	8	2	28	2	24
2	20	13.5	-12.99	6	2	4	2	16	2	24	6	44	11	14	11	10
2	16	10.5	-12.991	6	2	4	2	20	2	12	6	50	6	40	6	44
2	12	9	-10.392	6	2	4	2	16	2	8	2	22	6	46	6	50
2	8	10.5	-7.795	6	2	4	2	12	2	28	2	22	2	26	2	32
2	28	13.5	-7.795	6	2	4	2	8	2	24	2	52	2	32	11	38
2	24	15	-10.392	6	2	4	2	20	2	28	11	10	11	34	11	38
2	6	6	-5.196	6	2	22	2	18	2	14	2	10	2	30	2	26
2	22	7.5	-7.794	6	2	12	2	8	2	6	2	18	2	26	6	46
2	18	4.5	-7.794	6	1	24	2	6	2	22	2	14	6	42	6	46
2	14	3	-5.196	6	1	28	1	24	1	52	2	6	2	18	2	10
2	10	4.5	-2.599	6	1	52	1	48	2	6	2	14	2	30	2	34
2	30	7.5	-2.598	6	2	6	2	10	2	26	2	54	2	34	2	36
2	26	9	-5.196	6	2	8	2	6	2	22	2	30	2	32	2	36
2	58	7.5	2.598	6	2	54	2	34	2	38	2	42	2	46	2	50
2	54	9	-0	6	2	30	2	58	2	34	2	50	2	36	2	40
2	34	6	-0	6	1	48	2	10	2	30	2	58	2	54	2	38
2	38	4.5	2.598	6	1	44	1	48	2	58	2	34	2	42	3	20
2	42	6	5.196	6	2	58	2	38	2	46	3	20	3	24	4	18
2	46	9	5.196	6	2	58	2	42	2	50	4	12	4	22	4	18
2	50	10.5	2.598	6	2	58	2	54	2	46	2	40	4	16	4	12
2	56	13.5	-2.597	6	2	52	2	32	2	36	2	40	2	44	2	48
2	52	15	-5.196	6	2	28	2	56	2	32	2	48	11	38	11	42
2	32	12	-5.197	6	2	8	2	28	2	26	2	56	2	52	2	36
2	36	10.5	-2.598	6	2	30	2	26	2	54	2	56	2	32	2	40
2	40	12	-0	6	2	54	2	50	2	56	2	36	2	44	4	16
2	44	15	0	6	2	56	2	40	2	48	4	20	4	16	10	14
2	48	16.5	-2.598	6	2	56	2	52	2	44	10	18	10	14	11	42
3	4	1.5	7.794	6	3	20	3	16	3	12	3	8	3	28	3	24
3	20	3	5.196	6	1	44	2	38	2	42	3	4	3	16	3	24
3	16	0	5.196	6	1	50	1	40	1	44	3	4	3	20	3	12
3	12	-1.5	7.795	6	1	46	1	50	3	4	3	16	3	8	3	22
3	8	-0	10.392	6	3	4	3	12	3	28	3	22	3	26	3	32
3	28	3	10.392	6	3	4	3	8	3	24	3	52	3	32	4	14
3	24	4.5	7.794	6	2	42	3	4	3	20	3	28	4	18	4	14
3	6	-4.5	12.99	6	3	22	3	18	3	14	3	10	3	30	3	26
3	22	-3	10.392	6	1	46	3	12	3	8	3	6	3	18	3	26
3	18	-6	10.392	6	1	42	1	46	3	6	3	22	3	14	8	24
3	14	-7.5	12.991	6	3	6	3	18	3	10	8	28	8	24	8	52
3	10	-6	15.589	6	3	6	3	14	3	30	3	34	8	52	8	48
3	30	-3	15.588	6	3	6	3	10	3	26	3	54	3	34	3	36
3	26	-1.5	12.99	6	3	8	3	6	3	22	3	30	3	32	3	36
3	58	-3	20.785	6	3	54	3	34	3	38	3	42	3	46	3	50
3	54	-1.5	18.186	6	3	30	3	58	3	34	3	50	3	36	3	40
3	34	-4.5	18.187	6	3	10	3	30	3	58	3	54	3	38	8	48
3	38	-6	20.785	6	3	58	3	34	3	42	8	44	8	48	16	20
3	42	-4.5	23.382	6	3	58	3	38	3	46	14	18	16	20	16	24
3	46	-1.5	23.383	6	3	58	3	42	3	50	14	12	14	22	14	18
3	50	-0	20.785	6	3	58	3	54	3	46	3	40	14	16	14	12
3	56	3	15.589	6	3	52	3	32	3	36	3	40	3	44	3	48
3	52	4.5	12.991	6	3	28	3	56	3	32	3	48	4	14	4	10
3	32	1.5	12.99	6	3	8	3	28	3	26	3	56	3	52	3	36
3	36	0	15.589	6	3	30	3	26	3	54	3	56	3	32	3	40
3	40	1.5	18.186	6	3	54	3	50	3	56	3	36	3	44	14	16
3	44	4.5	18.186	6	3	56	3	40	3	48	4	38	14	20	14	16
3	48	6	15.589	6	3	56	3	52	3	44	4	10	4	34	4	38
4	4	15	5.196	6	4	20	4	16	4	12	4	8	4	28	4	24
4	20	16.5	2.598	6	2	44	4	4	4	16	4	24	10	14	10	10
4	16	13.5	2.598	6	2	50	2	40	2	44	4	4	4	20	4	12
4	12	12	5.196	6	2	46	2	50	4	4	4	16	4	8	4	22
4	8	13.5	7.794	6	4	4	4	12	4	28	4	22	4	26	4	32
4	28	16.5	7.794	6	4	4	4	8	4	24	4	52	4	32	10	38
4	24	18	5.197	6	4	4	4	20	4	28	10	10	10	34	10	38
4	6	9	10.393	6	4	22	4	18	4	14	4	10	4	30	4	26
4	22	10.5	7.795	6	2	46	4	12	4	8	4	6	4	18	4	26
4	18	7.5	7.794	6	2	42	2	46	3	24	4	6	4	22	4	14
4	14	6	10.392	6	3	28	3	24	3	52	4	6	4	18	4	10
4	10	7.5	12.99	6	3	52	3	48	4	6	4	14	4	30	4	34
4	30	10.5	12.99	6	4	6	4	10	4	26	4	54	4	34	4	36
4	26	12	10.393	6	4	8	4	6	4	22	4	30	4	32	4	36
